035620,바른손이앤에이,107108,+1645,0.00,0,-82.9,5.63,,292,314,-13,-314,1158
035760,CJ ENM,152203,+259200,11.94,21705,13.5,1.57,13.15,165443,22600,2245,1434,56833
035810,이지바이오,296801,+7250,13.33,544,9.0,1.18,6.59,6154,13981,1060,509,4200
035890,서희건설,7094909,1615,8.46,191,13.4,1.10,1.92,1465,10333,881,311,2802
035900,JYP Ent.,769979,-29800,58.20,512,21.4,12.15,44.80,2452,1022,195,164,10386
036000,예림당,108716,-9020,10.60,851,19.7,1.92,1.42,4706,6433,473,362,2078
036010,아비코전자,99630,+7820,13.55,577,8.9,1.18,4.49,6635,841,91,77,1040
036030,KTH,7427,-5500,61.11,90,1.6,0.96,4.62,5748,2276,57,32,1964
036090,위지트,466975,+1350,20.77,65,8.2,1.62,19.46,833,392,42,45,982
036120,SCI평가정보,365868,+3230,0.00,0,-0.9,8.43,70.90,383,428,0,-3,1147
036170,씨티젠,209995,+4000,0.00,0,-1.3,1.52,20.69,2625,166,15,-9,1050
036180,영인프런티어,351817,+6450,26.54,243,18.1,4.39,58.09,1469,350,14,43,1135
036190,금화피에스시,4992,-34650,10.28,3369,11.5,1.13,2.23,30651,2058,339,202,2079
036200,유니셈,167989,6360,7.96,799,29.8,2.19,5.58,2906,2093,300,223,1950
036260,이매진아시아,673150,2400,0.00,0,-43.1,2.33,,1030,302,-57,-151,856
036420,제이콘텐트리,2217805,+6690,123.89,54,5.3,5.06,15.48,1321,4203,333,109,7631
036480,대성미생물,200091,+16200,39.51,410,5.3,2.03,18.00,7979,240,20,16,616
036490,SK머티리얼즈,35515,+173800,17.17,10124,25.3,4.75,10.53,36567,5123,1477,1041,18332
036540,SFA반도체,104530,+1985,29.19,68,3.8,1.12,5.38,1773,4496,255,99,2801
036560,영풍정밀,30160,-7700,13.25,581,3.0,0.39,8.17,19788,659,75,92,1213
036620,버추얼텍,104641,-1210,0.00,0,-27.9,3.48,268.03,348,148,0,-31,358
036630,세종텔레콤,3732852,+599,85.57,7,1.2,1.09,10.29,552,1611,23,29,3596
036640,HRS,22100,+3530,9.19,384,8.1,0.72,5.80,4918,677,77,63,577
036670,KCI,141208,+10250,27.70,370,8.3,2.36,16.70,4346,485,51,40,1155
036690,코맥스,19597,-4635,8.91,520,12.1,1.04,4.96,4448,1402,106,73,662
036710,심텍홀딩스,17182,-2020,49.27,41,1.3,0.62,3.28,3270,8124,274,98,705
036800,나이스정보통신,6516,23150,6.01,3849,22.1,1.29,1.57,17971,3664,431,366,2315
036810,에프에스티,97860,+5820,9.33,624,14.0,1.42,8.06,4088,1917,131,98,1178
036830,솔브레인,63192,+62400,24.64,2532,6.9,1.68,6.31,37072,7756,1057,431,10857
036890,진성티이씨,147296,+9080,16.97,535,9.9,1.98,8.93,4581,2444,189,100,2041
036930,주성엔지니어링,188907,-8260,9.48,871,25.0,2.12,6.95,3905,2727,417,420,3985
037030,파워넷,236654,-6610,9.84,672,23.9,2.11,8.29,3136,1226,72,68,794
037070,파세코,55582,-4945,18.80,263,5.4,1.02,8.62,4868,1213,39,37,692
037230,한국팩키지,100350,+2275,19.96,114,7.0,1.36,11.84,1669,570,27,28,569
037330,인지디스플레,36681,-1630,28.60,57,1.4,0.42,3.86,3926,4788,29,13,580
037350,성도이엔지,55412,-6170,4.17,1480,12.4,0.51,1.59,12003,3913,249,212,954
037370,EG,25199,-7960,0.00,0,-1.2,1.18,23.64,6764,1640,13,-10,597
037400,우리조명,25767,1185,0.00,0,-6.7,0.37,3.75,3234,14962,-37,-233,295
037440,희림,24333,-4730,16.42,288,7.4,1.28,8.43,3705,1595,87,37,659
037460,삼지전자,79581,11450,6.55,1749,17.3,1.13,4.37,10094,13046,524,437,1868
037760,쎄니트,130175,2050,11.26,182,9.5,1.02,7.64,2007,1262,86,67,694
037950,엘컴텍,312850,+1965,28.07,70,7.8,2.18,24.26,901,503,40,54,1659
038010,제일테크노스,108843,-4865,11.84,411,5.2,0.62,8.50,7834,1531,56,36,438
038060,루멘스,201533,-3395,49.20,69,1.5,0.76,16.66,4442,3616,-92,12,1605
038070,서린바이오,47639,+11150,36.44,306,4.1,1.48,30.19,7531,426,12,23,769
038110,에코플라스틱,79924,+1650,0.00,0,-7.2,0.31,4.92,5403,10426,-35,-90,424
038160,팍스넷,198879,9650,57.10,169,4.3,2.41,39.79,3996,183,13,19,1069
038290,마크로젠,157605,+38050,36.27,1049,10.8,3.81,23.37,9996,1018,30,93,4035
038340,UCI,0,3600,0.00,0,-143.3,10.91,95.42,330,194,-1,-130,484
038390,레드캡투어,2344,-17800,16.94,1051,6.2,1.09,2.76,16266,2604,196,86,1529
038460,바이오스마트,106436,+5760,20.87,276,7.8,1.57,23.36,3660,804,43,41,1151
