003530,한화투자증권,188471,+2525,8.28,305,6.4,0.51,,4925,2755,646,541,4354
003535,한화투자증권우,16791,2390,0.00,0,,0.00,,0,,,,115
003540,대신증권,75931,+12250,7.59,1615,6.4,0.57,,21524,4686,1330,1159,6220
003545,대신증권우,58996,9190,0.00,0,,0.00,,0,,,,2389
003547,대신증권2우B,3389,+8570,0.00,0,,0.00,,0,,,,857
003550,LG,173534,+70600,5.18,13630,16.0,0.78,4.84,90990,118411,21858,24356,121825
003555,LG우,429,-41400,0.00,0,,0.00,,0,,,,1372
003560,IHQ,2374485,+2145,119.17,18,1.1,1.38,3.86,1558,1268,153,26,3137
003570,S&T중공업,11203,+6590,0.00,0,-4.9,0.35,,18616,4363,-375,-309,2140
003580,동원,840937,+10250,0.00,0,-0.7,3.17,17364.95,3237,157,-5,-4,2254
003610,방림,3161,+23200,13.04,1779,3.8,0.53,5.22,43681,1481,63,70,982
003620,쌍용차,95331,-4700,0.00,0,-8.3,0.84,5.87,5619,34946,-653,-658,6484
003650,미창석유,1028,-80000,10.94,7310,5.1,0.56,1.78,142513,3132,136,125,1392
003680,한성기업,14716,7400,14.51,510,4.8,0.72,13.14,10248,3228,67,26,405
003690,코리안리,221873,+10700,10.02,1068,6.2,0.60,,17970,72081,1756,1330,12879
003720,삼영화학,219719,+902,0.00,0,-31.2,0.58,,1562,1004,-138,-318,307
003780,진양산업,11071,-3110,24.30,128,4.8,1.18,13.64,2632,448,18,17,404
003830,대한화섬,818,+125500,6.91,18171,4.7,0.36,16.72,353044,1108,57,204,1667
003850,보령제약,177876,+10250,7.68,1334,25.5,1.81,29.10,5662,4227,10,565,4531
003920,남양유업,746,-632000,106.72,5922,0.6,0.63,3.91,1009374,11670,51,50,4550
003925,남양유업우,16,+208000,0.00,0,,0.00,,0,,,,347
003960,사조대림,40371,-22400,4.65,4813,14.5,0.63,4.38,35596,9874,554,423,1335
004000,롯데정밀화학,44768,+60900,17.39,3503,7.7,1.32,8.00,46229,11595,1111,892,15712
004020,현대제철,172340,52800,9.68,5455,4.4,0.42,6.15,125261,191660,13676,7275,70459
004060,SG세계물산,457285,+824,0.00,0,-3.3,0.86,,953,2854,-67,-65,1668
004080,신흥,1608,-10450,31.48,332,3.7,1.16,17.05,8997,1211,40,32,1003
004090,한국석유,11342,-176500,11.70,15083,6.8,0.79,10.10,224172,4245,142,99,1156
004100,태양금속,743993,+1545,0.00,0,-3.9,0.60,8.17,2580,4692,100,-42,567
004105,태양금속우,45689,-3550,0.00,0,,0.00,,0,,,,117
004130,대덕GDS,107920,+12850,8.37,1536,7.2,0.61,2.63,21063,4824,300,337,2644
004135,대덕GDS우,7293,-8130,0.00,0,,0.00,,0,,,,176
004140,동방,565395,+1910,0.00,0,-9.3,0.65,8.40,2945,5061,152,-94,639
004150,한솔홀딩스,243929,+5250,0.00,0,-11.1,0.52,13.18,10073,8837,-4,-867,2434
004170,신세계,92147,+313500,16.92,18530,5.5,0.90,8.73,347557,38714,3457,2136,30865
004200,고려개발,6709,+4970,22.59,220,11.5,1.72,6.59,2886,6631,563,57,1513
004250,NPC,2595,-4660,16.64,280,4.7,0.78,3.88,5966,3863,167,118,1711
004255,NPC우,906,+2455,0.00,0,,0.00,,0,,,,130
004270,남성,76544,-1730,31.45,55,1.7,0.72,12.74,2419,920,72,14,626
004310,현대약품,1579424,+5510,88.87,62,1.5,1.57,43.55,3504,1305,20,15,1763
004360,세방,12218,+13050,9.51,1372,4.1,0.39,7.86,33681,6661,115,314,2520
004365,세방우,216,-6830,0.00,0,,0.00,,0,,,,252
004370,농심,23896,-253000,16.14,15678,5.0,0.84,5.88,300600,22083,964,907,15389
004380,삼익THK,46213,+12900,9.46,1364,16.6,1.49,6.76,8633,3711,349,282,2709
004410,서울식품,18972459,+223,223.00,1,0.7,2.82,28.21,79,565,9,2,752
004415,서울식품우,441781,-4245,0.00,0,,0.00,,0,,,,94
004430,송원산업,145741,+26000,17.63,1475,9.6,1.64,9.86,15869,7249,545,347,6240
004440,대림씨엔에스,19167,-11900,34.39,346,1.5,0.53,4.70,22424,2209,129,44,1515
004450,삼화왕관,110,+46800,10.36,4516,6.4,0.75,5.05,62303,1049,110,84,1008
004490,세방전지,39395,+35350,7.30,4843,7.8,0.56,2.79,63549,11111,698,667,4949
004540,깨끗한나라,205994,+4015,0.00,0,-11.4,0.81,194.92,4949,6599,-253,-222,1495
004545,깨끗한나라우,9099,-20600,0.00,0,,0.00,,0,,,,75
004560,현대비앤지스틸,24374,-12100,9.30,1301,5.6,0.50,4.43,24033,7259,307,198,1825
004565,현대비앤지스틸우,1364,+69000,0.00,0,,0.00,,0,,,,76
004690,삼천리,2887,+107500,28.98,3709,1.1,0.35,5.52,305706,32951,611,51,4359
004700,조광피혁,1321,-34450,5.74,6005,10.2,1.02,7.60,33938,1743,246,220,2291
004710,한솔테크닉스,70547,-9540,10.93,873,9.0,0.99,6.27,9638,9353,305,187,2109
004720,우리들제약,210108,+8550,21.65,395,9.9,1.89,10.80,4516,799,60,44,989
004770,써니전자,278173,+2370,67.71,35,2.8,1.85,33.01,1278,187,13,10,710
004800,효성,108396,+41400,3.58,11575,9.0,0.34,5.04,123059,125464,7708,3408,5711
004830,덕성,258449,+3475,105.30,33,0.8,0.91,12.08,3827,1007,18,5,545
004835,덕성우,159432,3810,0.00,0,,0.00,,0,,,,53
004840,DRB동일,17184,+7350,7.69,956,5.4,0.42,3.46,17367,5469,339,191,1432
004870,티웨이홀딩스,302049,-3645,8.42,433,45.5,3.10,2.28,1177,6128,455,371,2586
004890,동일산업,5815,+67300,6.41,10500,7.0,0.47,-0.35,142147,3791,235,233,1632
004910,조광페인트,30358,+7910,19.29,410,2.4,0.56,17.84,14205,2012,52,43,1012
004920,씨아이테크,172568,+722,0.00,0,-39.1,1.45,,498,217,-29,-112,345
004960,한신공영,50283,+18500,2.70,6860,23.6,0.58,2.05,31749,19843,1333,725,2141
004970,신라교역,8027,14050,8.48,1657,5.7,0.47,0.82,29975,4131,294,265,2248
004980,성신양회,562993,11650,23.78,490,3.5,0.79,6.91,14800,6472,328,121,2797
004985,성신양회우,28751,+14200,0.00,0,,0.00,,0,,,,104
004987,성신양회2우B,12525,-18900,0.00,0,,0.00,,0,,,,42
004989,성신양회3우B,636,-10200,0.00,0,,0.00,,0,,,,29
004990,롯데지주,93490,-48400,6.35,7625,11.0,0.59,150.39,81890,23760,102,4953,56418
00499K,롯데지주우,885,52000,0.00,0,,0.00,,0,,,,514
005010,휴스틸,37472,13900,26.08,533,1.0,0.26,7.66,54480,6906,227,37,1047
